test_batch_id,length,anomaly_ratio,num_anomalies,anomaly_avg_length,min_anomalous_dims,max_anomalous_dims
synthetic_batch_983.out,7595.0,0.050954575378538515,12.0,32.25,1.0,3.0
synthetic_batch_750.out,6240.0,0.09278846153846154,6.0,96.5,1.0,1.0
synthetic_batch_654.out,6081.0,0.05969412925505673,9.0,40.333333333333336,1.0,3.0
synthetic_batch_429.out,5773.0,0.17096830071020266,11.0,89.72727272727273,1.0,2.0
synthetic_batch_237.out,7511.0,0.05991212887764612,6.0,75.0,1.0,1.0
synthetic_batch_364.out,6184.0,0.12014877102199224,9.0,82.55555555555556,1.0,4.0
synthetic_batch_467.out,5896.0,0.06462008141112618,3.0,127.0,1.0,1.0
synthetic_batch_85.out,5337.0,0.05077759040659546,10.0,27.1,1.0,5.0
synthetic_batch_707.out,6371.0,0.1407942238267148,12.0,74.75,1.0,2.0
synthetic_batch_1389.out,6599.0,0.07561751780572815,12.0,41.583333333333336,1.0,2.0
synthetic_batch_682.out,7933.0,0.015756964578343628,12.0,10.416666666666666,1.0,3.0
synthetic_batch_1306.out,7054.0,0.10688970796711086,9.0,83.77777777777777,1.0,2.0
synthetic_batch_1153.out,5010.0,0.07385229540918163,11.0,33.63636363636363,1.0,3.0
synthetic_batch_797.out,5388.0,0.12657757980697848,11.0,62.0,1.0,3.0
synthetic_batch_1295.out,7538.0,0.06500397983550013,11.0,44.54545454545455,1.0,3.0
synthetic_batch_1162.out,5362.0,0.16318537859007834,8.0,109.375,1.0,4.0
synthetic_batch_975.out,7870.0,0.06848792884371029,5.0,107.8,1.0,2.0
synthetic_batch_1367.out,7981.0,0.061646410224282674,11.0,44.72727272727273,1.0,5.0
synthetic_batch_1284.out,7006.0,0.13388524122180986,10.0,93.8,1.0,3.0
synthetic_batch_1341.out,7761.0,0.0016750418760469012,3.0,4.333333333333333,1.0,2.0
synthetic_batch_18.out,7433.0,0.05731198708462263,8.0,53.25,1.0,3.0
synthetic_batch_846.out,5760.0,0.1638888888888889,10.0,94.4,1.0,4.0
synthetic_batch_149.out,6923.0,0.0018777986422071355,3.0,4.333333333333333,1.0,2.0
synthetic_batch_110.out,5378.0,0.007995537374488658,6.0,7.166666666666667,1.0,1.0
synthetic_batch_947.out,5110.0,0.049902152641878667,11.0,23.181818181818183,1.0,3.0
synthetic_batch_65.out,6585.0,0.08367501898253607,11.0,50.09090909090909,1.0,3.0
synthetic_batch_226.out,5766.0,0.13059313215400625,12.0,62.75,1.0,3.0
synthetic_batch_1318.out,7862.0,0.04248282879674383,9.0,37.111111111111114,1.0,3.0
synthetic_batch_1364.out,7089.0,0.09648751586965722,11.0,62.18181818181818,1.0,4.0
synthetic_batch_668.out,6531.0,0.06844281120808451,8.0,55.875,1.0,2.0
synthetic_batch_56.out,6363.0,0.11896903976111897,10.0,75.7,1.0,5.0
synthetic_batch_686.out,6699.0,0.031198686371100164,6.0,34.833333333333336,1.0,1.0
synthetic_batch_1133.out,7853.0,0.09028396791035273,10.0,70.9,1.0,3.0
synthetic_batch_831.out,7947.0,0.019126714483452874,11.0,13.818181818181818,1.0,3.0
synthetic_batch_529.out,5284.0,0.059046177138531414,11.0,28.363636363636363,1.0,5.0
synthetic_batch_172.out,6663.0,0.10040522287257991,10.0,66.9,1.0,3.0
synthetic_batch_500.out,6781.0,0.003981713611561717,6.0,4.5,1.0,1.0
synthetic_batch_729.out,7930.0,0.004413619167717529,6.0,5.833333333333333,1.0,1.0
synthetic_batch_121.out,6751.0,0.12161161309435639,12.0,68.41666666666667,1.0,3.0
synthetic_batch_935.out,5125.0,0.10848780487804878,6.0,92.66666666666667,1.0,1.0
synthetic_batch_930.out,6062.0,0.008413064995051138,6.0,8.5,1.0,1.0
synthetic_batch_1033.out,5009.0,0.055699740467159115,12.0,23.25,1.0,3.0
synthetic_batch_990.out,5003.0,0.11613032180691585,12.0,48.416666666666664,1.0,3.0
synthetic_batch_236.out,5186.0,0.06517547242576166,12.0,28.166666666666668,1.0,3.0
synthetic_batch_447.out,6810.0,0.08575624082232011,10.0,58.4,1.0,3.0
synthetic_batch_760.out,7870.0,0.032401524777636595,2.0,127.5,1.0,3.0
synthetic_batch_770.out,5713.0,0.1521092245755295,10.0,86.9,1.0,3.0
synthetic_batch_14.out,5769.0,0.12567169353440805,11.0,65.9090909090909,1.0,3.0
synthetic_batch_1179.out,7826.0,0.05992844364937388,11.0,42.63636363636363,1.0,2.0
synthetic_batch_1387.out,5701.0,0.0012278547623223997,3.0,2.3333333333333335,1.0,1.0
synthetic_batch_1060.out,6160.0,0.0012987012987012987,3.0,2.6666666666666665,1.0,2.0
synthetic_batch_915.out,6026.0,0.13408562894125456,11.0,73.45454545454545,1.0,3.0
synthetic_batch_958.out,6761.0,0.10841591480550214,8.0,91.625,1.0,5.0
synthetic_batch_425.out,6595.0,0.0398786959818044,8.0,32.875,1.0,3.0
synthetic_batch_748.out,5852.0,0.10116199589883801,10.0,59.2,1.0,4.0
synthetic_batch_190.out,6257.0,0.06169090618507272,12.0,32.166666666666664,1.0,2.0
synthetic_batch_878.out,6836.0,0.06772966647162083,8.0,57.875,1.0,4.0
synthetic_batch_257.out,5640.0,0.07429078014184397,12.0,34.916666666666664,1.0,3.0
synthetic_batch_605.out,5633.0,0.13633942836854251,8.0,96.0,1.0,3.0
synthetic_batch_88.out,5791.0,0.08599551027456398,10.0,49.8,1.0,3.0
synthetic_batch_612.out,7635.0,0.1321545514079895,12.0,84.08333333333333,1.0,3.0
synthetic_batch_1120.out,7597.0,0.03711991575621956,8.0,35.25,1.0,3.0
synthetic_batch_609.out,5234.0,0.07680550248376003,11.0,36.54545454545455,1.0,6.0
synthetic_batch_1330.out,6279.0,0.006529702181876095,6.0,6.833333333333333,1.0,1.0
synthetic_batch_600.out,7156.0,0.07154835103409726,7.0,73.14285714285714,1.0,2.0
synthetic_batch_841.out,5204.0,0.08647194465795542,10.0,45.0,1.0,6.0
synthetic_batch_946.out,7275.0,0.08618556701030927,11.0,57.0,1.0,3.0
synthetic_batch_122.out,5804.0,0.0031013094417643005,3.0,6.0,1.0,1.0
synthetic_batch_732.out,6838.0,0.10631763673588769,8.0,90.875,1.0,3.0
synthetic_batch_522.out,5956.0,0.10141034251175285,8.0,75.5,1.0,3.0
synthetic_batch_163.out,7604.0,0.10770647027880063,10.0,81.9,1.0,4.0
synthetic_batch_181.out,7675.0,0.02254071661237785,11.0,15.727272727272727,1.0,5.0
synthetic_batch_847.out,7895.0,0.08283723875870805,12.0,54.5,1.0,3.0
synthetic_batch_1159.out,5814.0,0.0027519779841761265,3.0,5.333333333333333,1.0,1.0
synthetic_batch_1093.out,5574.0,0.024398995335486187,6.0,22.666666666666668,1.0,1.0
synthetic_batch_611.out,5750.0,0.05304347826086957,9.0,33.888888888888886,1.0,3.0
synthetic_batch_7.out,6238.0,0.04568772042321257,3.0,95.0,1.0,3.0
synthetic_batch_75.out,5201.0,0.0817150547971544,8.0,53.125,1.0,5.0
synthetic_batch_461.out,5512.0,0.13570391872278664,10.0,74.8,1.0,4.0
synthetic_batch_829.out,7180.0,0.050557103064066855,10.0,36.3,1.0,3.0
synthetic_batch_92.out,5379.0,0.036995724112288526,12.0,16.583333333333332,1.0,2.0
synthetic_batch_885.out,6079.0,0.07945385754235894,12.0,40.25,1.0,2.0
synthetic_batch_1052.out,6118.0,0.13599215429879044,11.0,75.63636363636364,1.0,3.0
synthetic_batch_869.out,7885.0,0.004058338617628408,6.0,5.333333333333333,1.0,1.0
synthetic_batch_128.out,5960.0,0.059395973154362416,11.0,32.18181818181818,1.0,3.0
synthetic_batch_1246.out,7482.0,0.02058273188986902,12.0,12.833333333333334,1.0,3.0
synthetic_batch_1307.out,5329.0,0.14543066241321073,10.0,77.5,1.0,2.0
synthetic_batch_647.out,5713.0,0.0549623665324698,12.0,26.166666666666668,1.0,3.0
synthetic_batch_555.out,7239.0,0.03494957867108717,11.0,23.0,1.0,3.0
synthetic_batch_419.out,5681.0,0.07129026579827495,10.0,40.5,1.0,3.0
synthetic_batch_937.out,5536.0,0.126264450867052,7.0,99.85714285714286,1.0,6.0
synthetic_batch_1230.out,5966.0,0.019443513241702983,12.0,9.666666666666666,1.0,2.0
synthetic_batch_1027.out,7892.0,0.06576279776989356,10.0,51.9,1.0,5.0
synthetic_batch_786.out,6574.0,0.09857012473379982,5.0,129.6,1.0,2.0
synthetic_batch_1076.out,7898.0,0.046594074449227654,9.0,40.888888888888886,1.0,3.0
synthetic_batch_900.out,5302.0,0.13956997359486986,9.0,82.22222222222223,1.0,3.0
synthetic_batch_781.out,5880.0,0.06853741496598639,12.0,33.583333333333336,1.0,3.0
synthetic_batch_1289.out,7626.0,0.05992656700760556,9.0,50.77777777777778,1.0,3.0
synthetic_batch_570.out,6821.0,0.06699897375751356,9.0,50.77777777777778,1.0,3.0
synthetic_batch_243.out,6369.0,0.11524572146333804,11.0,66.72727272727273,1.0,2.0
synthetic_batch_881.out,7094.0,0.08711587256836763,8.0,77.25,1.0,4.0
synthetic_batch_747.out,6802.0,0.1273154954425169,12.0,72.16666666666667,1.0,3.0
synthetic_batch_704.out,5372.0,0.12695457930007445,8.0,85.25,1.0,3.0
synthetic_batch_196.out,6136.0,0.00651890482398957,6.0,6.666666666666667,1.0,1.0
synthetic_batch_493.out,6635.0,0.062245666917859835,11.0,37.54545454545455,1.0,5.0
synthetic_batch_1089.out,7847.0,0.035809863642156235,11.0,25.545454545454547,1.0,3.0
synthetic_batch_1226.out,5661.0,0.06818583289171525,12.0,32.166666666666664,1.0,3.0
synthetic_batch_565.out,6548.0,0.04886988393402566,7.0,45.714285714285715,1.0,3.0
synthetic_batch_265.out,6787.0,0.04376012965964344,11.0,27.0,1.0,2.0
synthetic_batch_404.out,6166.0,0.0025948751216347712,3.0,5.333333333333333,1.0,1.0
synthetic_batch_550.out,7808.0,0.10463627049180328,8.0,102.125,1.0,4.0
synthetic_batch_151.out,7532.0,0.042883696229421134,8.0,40.375,1.0,3.0
synthetic_batch_963.out,6312.0,0.0025348542458808617,3.0,5.333333333333333,1.0,3.0
synthetic_batch_698.out,6353.0,0.05336061703132378,12.0,28.25,1.0,2.0
synthetic_batch_755.out,6633.0,0.07869742198100407,9.0,58.0,1.0,2.0
synthetic_batch_454.out,7838.0,0.07769839244705282,11.0,55.36363636363637,1.0,3.0
synthetic_batch_688.out,6682.0,0.0685423525890452,12.0,38.166666666666664,1.0,2.0
synthetic_batch_159.out,6722.0,0.04433204403451354,9.0,33.111111111111114,1.0,3.0
synthetic_batch_1332.out,5904.0,0.11754742547425474,9.0,77.11111111111111,1.0,3.0
synthetic_batch_250.out,5488.0,0.1129737609329446,8.0,77.5,1.0,4.0
synthetic_batch_1118.out,5419.0,0.032109245248200774,11.0,15.818181818181818,1.0,3.0
synthetic_batch_1377.out,5167.0,0.022837236307335012,3.0,39.333333333333336,1.0,3.0
synthetic_batch_1111.out,6646.0,0.12383388504363527,12.0,68.58333333333333,1.0,3.0
synthetic_batch_114.out,7182.0,0.08897243107769423,6.0,106.5,1.0,1.0
synthetic_batch_696.out,5470.0,0.04241316270566728,12.0,19.333333333333332,1.0,2.0
synthetic_batch_1219.out,5709.0,0.1508145034156595,8.0,107.625,1.0,6.0
synthetic_batch_646.out,5090.0,0.08172888015717092,11.0,37.81818181818182,1.0,3.0
synthetic_batch_819.out,5446.0,0.04976129269188395,8.0,33.875,1.0,3.0
synthetic_batch_413.out,6148.0,0.05985686402081978,11.0,33.45454545454545,1.0,4.0
synthetic_batch_1041.out,6619.0,0.075237951352168,12.0,41.5,1.0,3.0
synthetic_batch_816.out,6358.0,0.07549543881723812,10.0,48.0,1.0,7.0
synthetic_batch_278.out,6682.0,0.004788985333732416,6.0,5.333333333333333,1.0,1.0
synthetic_batch_427.out,6126.0,0.07949722494286647,12.0,40.583333333333336,1.0,3.0
synthetic_batch_940.out,6603.0,0.05028017567772225,12.0,27.666666666666668,1.0,3.0
synthetic_batch_1143.out,7891.0,0.04194652135344063,12.0,27.583333333333332,1.0,3.0
synthetic_batch_113.out,7088.0,0.023137697516930022,12.0,13.666666666666666,1.0,3.0
synthetic_batch_192.out,5663.0,0.041850609217729116,3.0,79.0,1.0,1.0
synthetic_batch_818.out,7482.0,0.024325046778936113,11.0,16.545454545454547,1.0,3.0
synthetic_batch_1208.out,7687.0,0.04540132691557174,11.0,31.727272727272727,1.0,5.0
synthetic_batch_178.out,6400.0,0.06328125,12.0,33.75,1.0,2.0
synthetic_batch_1151.out,7116.0,0.05311973018549747,12.0,31.5,1.0,3.0
synthetic_batch_917.out,5918.0,0.0871916187901318,10.0,51.6,1.0,4.0
synthetic_batch_873.out,7393.0,0.050182605167049914,8.0,46.375,1.0,5.0
synthetic_batch_240.out,7811.0,0.0827038791447958,9.0,71.77777777777777,1.0,3.0
synthetic_batch_191.out,5683.0,0.10628189336617984,12.0,50.333333333333336,1.0,2.0
synthetic_batch_1241.out,5326.0,0.15414945550131431,10.0,82.1,1.0,3.0
synthetic_batch_58.out,6390.0,0.05367762128325509,11.0,31.181818181818183,1.0,6.0
synthetic_batch_217.out,7777.0,0.046547511894046545,9.0,40.22222222222222,1.0,3.0
synthetic_batch_1228.out,7203.0,0.0013883104262113009,3.0,3.3333333333333335,1.0,1.0
synthetic_batch_179.out,6306.0,0.016175071360608945,12.0,8.5,1.0,3.0
synthetic_batch_1029.out,7306.0,0.04872707363810567,12.0,29.666666666666668,1.0,3.0
synthetic_batch_1073.out,6314.0,0.054640481469749765,10.0,34.5,1.0,4.0
synthetic_batch_1048.out,6994.0,0.02573634543894767,11.0,16.363636363636363,1.0,5.0
synthetic_batch_1347.out,7573.0,0.03948237158325631,9.0,33.22222222222222,1.0,3.0
synthetic_batch_1161.out,7349.0,0.0464008708667846,11.0,31.0,1.0,4.0
synthetic_batch_738.out,5876.0,0.09734513274336283,12.0,47.666666666666664,1.0,2.0
synthetic_batch_304.out,6704.0,0.06354415274463007,6.0,71.0,1.0,1.0
synthetic_batch_991.out,6870.0,0.05312954876273653,11.0,33.18181818181818,1.0,3.0
synthetic_batch_943.out,7156.0,0.12367244270542202,10.0,88.5,1.0,3.0
synthetic_batch_725.out,7956.0,0.02526395173453997,3.0,67.0,1.0,3.0
synthetic_batch_944.out,6169.0,0.09239747122710326,12.0,47.5,1.0,3.0
synthetic_batch_209.out,6589.0,0.1320382455607831,10.0,87.0,1.0,4.0
synthetic_batch_1379.out,7315.0,0.07136021872863978,11.0,47.45454545454545,1.0,3.0
synthetic_batch_99.out,6152.0,0.09769180754226268,9.0,66.77777777777777,1.0,3.0
synthetic_batch_949.out,7081.0,0.07414207032904957,11.0,47.72727272727273,1.0,3.0
synthetic_batch_808.out,5434.0,0.027788001472212,6.0,25.166666666666668,1.0,1.0
synthetic_batch_722.out,7779.0,0.12058105154904229,11.0,85.27272727272727,1.0,4.0
synthetic_batch_1022.out,5319.0,0.04436924233878549,3.0,78.66666666666667,1.0,1.0
synthetic_batch_1374.out,7074.0,0.08029403449250777,6.0,94.66666666666667,1.0,1.0
synthetic_batch_452.out,5116.0,0.05922595777951525,11.0,27.545454545454547,1.0,4.0
synthetic_batch_106.out,5391.0,0.06010016694490818,12.0,27.0,1.0,3.0
synthetic_batch_351.out,7327.0,0.09021427596560666,6.0,110.16666666666667,1.0,1.0
synthetic_batch_1350.out,5236.0,0.20760122230710465,12.0,90.58333333333333,1.0,3.0
synthetic_batch_1279.out,5832.0,0.007887517146776405,6.0,7.666666666666667,1.0,1.0
synthetic_batch_984.out,5919.0,0.051360027031593175,12.0,25.333333333333332,1.0,3.0
synthetic_batch_173.out,6529.0,0.15147802113646808,10.0,98.9,1.0,3.0
synthetic_batch_557.out,6122.0,0.028095393662201894,12.0,14.333333333333334,1.0,2.0
synthetic_batch_1232.out,6107.0,0.1246111020140822,12.0,63.416666666666664,1.0,3.0
synthetic_batch_1105.out,6669.0,0.04648373069425701,3.0,103.33333333333333,1.0,3.0
synthetic_batch_338.out,5815.0,0.006878761822871883,6.0,6.666666666666667,1.0,1.0
synthetic_batch_307.out,7848.0,0.034021406727828746,11.0,24.272727272727273,1.0,3.0
synthetic_batch_1102.out,7151.0,0.1493497412949238,12.0,89.0,1.0,3.0
synthetic_batch_380.out,5784.0,0.13191562932226833,10.0,76.3,1.0,3.0
synthetic_batch_164.out,6597.0,0.07927845990601788,6.0,87.16666666666667,1.0,1.0
synthetic_batch_853.out,7947.0,0.04479677865861331,12.0,29.666666666666668,1.0,3.0
synthetic_batch_175.out,6496.0,0.02478448275862069,12.0,13.416666666666666,1.0,3.0
synthetic_batch_141.out,6881.0,0.04853945647434966,12.0,27.833333333333332,1.0,3.0
synthetic_batch_806.out,5577.0,0.08517123901739286,6.0,79.16666666666667,1.0,1.0
synthetic_batch_155.out,5540.0,0.11064981949458484,4.0,153.25,1.0,2.0
synthetic_batch_1261.out,5987.0,0.15400033405712377,10.0,92.2,1.0,3.0
synthetic_batch_959.out,6975.0,0.053906810035842294,9.0,41.77777777777778,1.0,2.0
synthetic_batch_1349.out,7599.0,0.05737597052243716,11.0,39.63636363636363,1.0,4.0
synthetic_batch_938.out,7192.0,0.02836484983314794,12.0,17.0,1.0,2.0
synthetic_batch_788.out,5249.0,0.04267479519908554,6.0,37.333333333333336,1.0,1.0
synthetic_batch_475.out,5153.0,0.07956530176596158,10.0,41.0,1.0,4.0
synthetic_batch_406.out,5833.0,0.0570889765129436,8.0,41.625,1.0,2.0
synthetic_batch_441.out,6129.0,0.13346386033610702,10.0,81.8,1.0,3.0
synthetic_batch_1058.out,6908.0,0.08063115228720324,12.0,46.416666666666664,1.0,3.0
synthetic_batch_443.out,6682.0,0.09278659084106555,12.0,51.666666666666664,1.0,2.0
synthetic_batch_1130.out,6865.0,0.036562272396212674,12.0,20.916666666666668,1.0,3.0
synthetic_batch_714.out,5040.0,0.11071428571428571,12.0,46.5,1.0,3.0
synthetic_batch_502.out,7809.0,0.05929056217185299,7.0,66.14285714285714,1.0,5.0
synthetic_batch_199.out,7489.0,0.0032047002269995992,6.0,4.0,1.0,1.0
synthetic_batch_370.out,5569.0,0.11905189441551446,11.0,60.27272727272727,1.0,3.0
synthetic_batch_1313.out,6308.0,0.08148383005707038,11.0,46.72727272727273,1.0,3.0
synthetic_batch_1359.out,7657.0,0.04740760088807627,12.0,30.25,1.0,3.0
synthetic_batch_850.out,6935.0,0.08175919250180246,8.0,70.875,1.0,4.0
synthetic_batch_284.out,7101.0,0.0063371356147021544,5.0,9.0,1.0,2.0
synthetic_batch_11.out,7919.0,0.0626341709811845,8.0,62.0,1.0,3.0
synthetic_batch_1141.out,7094.0,0.07457005920496194,5.0,105.8,1.0,1.0
synthetic_batch_579.out,7224.0,0.11392580287929126,11.0,74.81818181818181,1.0,2.0
synthetic_batch_470.out,6470.0,0.0037094281298299847,6.0,4.0,1.0,1.0
synthetic_batch_956.out,7739.0,0.07856312185036826,6.0,101.33333333333333,1.0,1.0
synthetic_batch_1145.out,5094.0,0.049666274047899486,3.0,84.33333333333333,1.0,1.0
synthetic_batch_1176.out,6928.0,0.1388568129330254,11.0,87.45454545454545,1.0,3.0
synthetic_batch_1348.out,5520.0,0.1451086956521739,9.0,89.0,1.0,5.0
synthetic_batch_197.out,6853.0,0.06347584999270392,12.0,36.25,1.0,2.0
synthetic_batch_874.out,7593.0,0.0777031476359805,12.0,49.166666666666664,1.0,2.0
synthetic_batch_276.out,6183.0,0.0527252142972667,10.0,32.6,1.0,2.0
synthetic_batch_1155.out,7919.0,0.053794671044323776,8.0,53.25,1.0,3.0
synthetic_batch_1169.out,7730.0,0.040620957309184996,11.0,28.545454545454547,1.0,3.0
synthetic_batch_1200.out,7291.0,0.00548621588259498,6.0,6.666666666666667,1.0,1.0
synthetic_batch_1119.out,7204.0,0.039838978345363686,12.0,23.916666666666668,1.0,3.0
synthetic_batch_825.out,6019.0,0.06263498920086392,11.0,34.27272727272727,1.0,3.0
synthetic_batch_1004.out,6415.0,0.10771628994544037,10.0,69.1,1.0,4.0
synthetic_batch_1066.out,6855.0,0.15069292487235594,11.0,93.9090909090909,1.0,2.0
synthetic_batch_1061.out,7635.0,0.08172888015717092,10.0,62.4,1.0,4.0
synthetic_batch_503.out,7489.0,0.12097743356923488,10.0,90.6,1.0,4.0
synthetic_batch_127.out,6570.0,0.10426179604261795,6.0,114.16666666666667,1.0,1.0
synthetic_batch_864.out,6489.0,0.13237787024194791,8.0,107.375,1.0,4.0
synthetic_batch_1182.out,7861.0,0.07492685408981045,11.0,53.54545454545455,1.0,4.0
synthetic_batch_462.out,7849.0,0.06242833481972226,8.0,61.25,1.0,3.0
synthetic_batch_1236.out,7523.0,0.03137046391067393,9.0,26.22222222222222,1.0,3.0
synthetic_batch_801.out,5623.0,0.10350346789969767,11.0,52.90909090909091,1.0,3.0
synthetic_batch_660.out,6384.0,0.06390977443609022,6.0,68.0,1.0,1.0
synthetic_batch_377.out,5154.0,0.1086534730306558,6.0,93.33333333333333,1.0,1.0
synthetic_batch_125.out,6895.0,0.032777374909354604,6.0,37.666666666666664,1.0,1.0
synthetic_batch_437.out,7703.0,0.06335194080228482,12.0,40.666666666666664,1.0,3.0
synthetic_batch_582.out,7492.0,0.04778430325680726,11.0,32.54545454545455,1.0,3.0
synthetic_batch_90.out,5763.0,0.1825438139857713,10.0,105.2,1.0,4.0
synthetic_batch_193.out,6998.0,0.053015147184909975,12.0,30.916666666666668,1.0,3.0
synthetic_batch_1249.out,7079.0,0.0049442011583557,5.0,7.0,1.0,1.0
synthetic_batch_216.out,6707.0,0.06739227672580886,11.0,41.09090909090909,1.0,2.0
synthetic_batch_1370.out,6401.0,0.13576003749414153,11.0,79.0,1.0,3.0
synthetic_batch_81.out,6275.0,0.006374501992031873,6.0,6.666666666666667,1.0,1.0
synthetic_batch_778.out,5716.0,0.1469559132260322,11.0,76.36363636363636,1.0,2.0
synthetic_batch_392.out,6529.0,0.06739163731046102,8.0,55.0,1.0,4.0
synthetic_batch_771.out,5082.0,0.09307359307359307,7.0,67.57142857142857,1.0,4.0
synthetic_batch_165.out,7693.0,0.08280254777070063,11.0,57.90909090909091,1.0,4.0
synthetic_batch_384.out,7806.0,0.10005124263387138,9.0,86.77777777777777,1.0,3.0
synthetic_batch_2.out,6130.0,0.08678629690048939,11.0,48.36363636363637,1.0,3.0
synthetic_batch_614.out,7539.0,0.07560684440907282,11.0,51.81818181818182,1.0,4.0
synthetic_batch_434.out,7914.0,0.0831437958049027,11.0,59.81818181818182,1.0,4.0
synthetic_batch_1231.out,5848.0,0.1667236662106703,11.0,88.63636363636364,1.0,3.0
synthetic_batch_248.out,6734.0,0.11597861597861597,11.0,71.0,1.0,3.0
synthetic_batch_1028.out,7026.0,0.05081127241673783,12.0,29.75,1.0,2.0
synthetic_batch_67.out,7613.0,0.10639695258111126,9.0,90.0,1.0,3.0
synthetic_batch_924.out,6906.0,0.11946133796698523,10.0,82.5,1.0,3.0
